ID	Author	Alternative.Name	Origin	Title	Sigla	Universal.Incipit	Manuscript	Foliation	fol1	fol2	Scribe	Date	Date_alt	Note	Translator	Translation.From	Translation.To	Edition1	EditionLink1	Edition2	EditionLink2	Edition3	EditionLink3	Edition4	EditionLink4	Edition5	EditionLink5	Edition6	EditionLink6	Edition7	EditionLink7	Edition8	EditionLink8	Edition9	EditionLink9	Edition10	EditionLink10	Edition11	EditionLink11	Edition12	EditionLink12	Literature	Notes	Manuscript.Catalogue	Manuscript.Catalogue.Link	Manuscript.DigitalCopy	Manuscript.Facsimile	IIIF	IsExported	Manuscript.GPS	GRID	WikiData	GND	Author.Wikidata	Translator.Wikidata
373	Witelo		fl. 1270	Perspectiva	105	Veritatis amatori fratri Wilhelmo de Morbeka Witelo filius ...	Madrid, Biblioteca Nacional de España, MS 9119	1r-306v	1r	306v		15th cent.						περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... (Nuremberg, 1535)	https://pbc.gda.pl/dlibra/publication/47996/edition/41339/content	περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... reprinted Nuremberg, 1561	https://cyfrowe.mnk.pl/dlibra/publication/17130/edition/16878/content	Opticae thesaurus (Basel, 1572) (with Alhazen’s De aspectibus; facsimile reprint New York, 1982	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	excerpts in Clemens Baeumker, Witelo, ein Philosoph und Naturforscher des XIIl. Jahrhunderts (Beitrage, vol. 3, pt. 2) (Minster, 1908)		An edition and English translation of Bk. I appears in Sabetai Unguru, “Witelo as a Mathematican: A Study in XIIIth Century Mathematics including a Critical Edition and English Translation of the Mathematical Book of Witelo’s Perspectiva,” unpublished doctoral dissertation (University of Wisconsin, 1970); excerpts translated into English by David C. Lindberg in Grant, Source Book.																M. Curtze, “Sur l’orthographe du nom et sur la patrie de Witelo (Vitellion)”, Bullettino 4 (1871), 49–77; A. Birkenmajer, “Etudes sur Witelo, I–IV”, Bulletin international de l’ Académie polonaise des sciences et des lettres, Classe d’histoire et de philosophie, année 1918 (1980), 4–6; années 1919–1920 (Cracow, 1922–1924), 354–360; année 1922 (Cracow, 1925), 6–9; A. C. Crombie, Robert Grosseteste and the Origins of Experimental Science 1100–1700, Oxford 1953, 213–32; D. C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–35; D. C. Lindberg, “The Theory of Pinhole Images from Antiquity to the Thirteenth Century”, Archive for History of Exact Sciences 6, 4 (1970), 164–176; D. C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 72–83; S. M. Straker, “Kepler’s Optics: A Study in the Development of Seventeenth-Century Natural Philosophy”, unpublished doctoral dissertation, Indiana University 1970, 143–173; D. C. Lindberg, “Introduction,” in facsimile reprint of 1572 edition, New York 1572; D. C. Lindberg, “Witelo,” in Dictionary of Scientific Biography (forthcoming).		J. Domínguez Bordona, Catálogo de los manuscritos catalanes de la Biblioteca Nacional (Madrid 1931) 281 (= # 638)		http://bdh.bne.es/bnesearch/detalle/bdh0000089037	http://bdh-rd.bne.es/viewer.vm?id=0000089037&page=1		TRUE	40.423822, -3.690215	grid.432858.0	Q750403	1027025-5	Q710858	
394	Witelo		fl. 1270	Perspectiva	105	Veritatis amatori fratri Wilhelmo de Morbeka Witelo filius ...	Milan, Biblioteca Ambrosiana, MS S.100 sup.	14(11)r-29(26)r	14(11)r	29(26)r		16th cent.		Definitions, postulates, and enunciations of the theorems of Bks. II-IV, copied from the 1572 ed.; begins “Corpus luminosum dicitur omne corpus quod est ...”				περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... (Nuremberg, 1535)	https://pbc.gda.pl/dlibra/publication/47996/edition/41339/content	περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... reprinted Nuremberg, 1562	https://cyfrowe.mnk.pl/dlibra/publication/17130/edition/16878/content	Opticae thesaurus (Basel, 1572) (with Alhazen’s De aspectibus; facsimile reprint New York, 1983	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	excerpts in Clemens Baeumker, Witelo, ein Philosoph und Naturforscher des XIIl. Jahrhunderts (Beitrage, vol. 3, pt. 2) (Minster, 1908)		An edition and English translation of Bk. I appears in Sabetai Unguru, “Witelo as a Mathematican: A Study in XIIIth Century Mathematics including a Critical Edition and English Translation of the Mathematical Book of Witelo’s Perspectiva,” unpublished doctoral dissertation (University of Wisconsin, 1970); excerpts translated into English by David C. Lindberg in Grant, Source Book.																M. Curtze, “Sur l’orthographe du nom et sur la patrie de Witelo (Vitellion)”, Bullettino 4 (1871), 49–77; A. Birkenmajer, “Etudes sur Witelo, I–IV”, Bulletin international de l’ Académie polonaise des sciences et des lettres, Classe d’histoire et de philosophie, année 1918 (1980), 4–6; années 1919–1920 (Cracow, 1922–1924), 354–360; année 1922 (Cracow, 1925), 6–9; A. C. Crombie, Robert Grosseteste and the Origins of Experimental Science 1100–1700, Oxford 1953, 213–32; D. C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–35; D. C. Lindberg, “The Theory of Pinhole Images from Antiquity to the Thirteenth Century”, Archive for History of Exact Sciences 6, 4 (1970), 164–176; D. C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 72–83; S. M. Straker, “Kepler’s Optics: A Study in the Development of Seventeenth-Century Natural Philosophy”, unpublished doctoral dissertation, Indiana University 1970, 143–173; D. C. Lindberg, “Introduction,” in facsimile reprint of 1572 edition, New York 1572; D. C. Lindberg, “Witelo,” in Dictionary of Scientific Biography (forthcoming).		Revelli # 372, Rivolta # 176, Kristeller 314, Gabriel (1968) 361-2	https://portail.biblissima.fr/ark:/43093/cdata6c205d747d7da469b237f2b3949eaa64c6c93715	https://ambrosiana.comperio.it/opac/detail/view/ambro:catalog:96808			TRUE	45.463479, 9.185788	none	Q815611	4251345-5	Q710858	
422	Witelo		fl. 1270	Perspectiva	105		München, Bayerische Staatsbibliothek, MS CLM 25000	1r-85r	1r	85r		1499		Bks. V-X, beginning “Expeditis aliqualiter hiis que simplici et directe ...”				περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... (Nuremberg, 1535)	https://pbc.gda.pl/dlibra/publication/47996/edition/41339/content	περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... reprinted Nuremberg, 1563	https://cyfrowe.mnk.pl/dlibra/publication/17130/edition/16878/content	Opticae thesaurus (Basel, 1572) (with Alhazen’s De aspectibus; facsimile reprint New York, 1984	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	excerpts in Clemens Baeumker, Witelo, ein Philosoph und Naturforscher des XIIl. Jahrhunderts (Beitrage, vol. 3, pt. 2) (Minster, 1908)		An edition and English translation of Bk. I appears in Sabetai Unguru, “Witelo as a Mathematican: A Study in XIIIth Century Mathematics including a Critical Edition and English Translation of the Mathematical Book of Witelo’s Perspectiva,” unpublished doctoral dissertation (University of Wisconsin, 1970); excerpts translated into English by David C. Lindberg in Grant, Source Book.																M. Curtze, “Sur l’orthographe du nom et sur la patrie de Witelo (Vitellion)”, Bullettino 4 (1871), 49–77; A. Birkenmajer, “Etudes sur Witelo, I–IV”, Bulletin international de l’ Académie polonaise des sciences et des lettres, Classe d’histoire et de philosophie, année 1918 (1980), 4–6; années 1919–1920 (Cracow, 1922–1924), 354–360; année 1922 (Cracow, 1925), 6–9; A. C. Crombie, Robert Grosseteste and the Origins of Experimental Science 1100–1700, Oxford 1953, 213–32; D. C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–35; D. C. Lindberg, “The Theory of Pinhole Images from Antiquity to the Thirteenth Century”, Archive for History of Exact Sciences 6, 4 (1970), 164–176; D. C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 72–83; S. M. Straker, “Kepler’s Optics: A Study in the Development of Seventeenth-Century Natural Philosophy”, unpublished doctoral dissertation, Indiana University 1970, 143–173; D. C. Lindberg, “Introduction,” in facsimile reprint of 1572 edition, New York 1572; D. C. Lindberg, “Witelo,” in Dictionary of Scientific Biography (forthcoming).		Karl Halm u.a., Catalogus codicum latinorum Bibliothecae Regiae Monacensis, Bd. II,4: Codices num. 21406-27268 complectens (Catalogus codicum manu scriptorum Bibliothecae Regiae Monacensis IV,4), München 1881 (Nachdruck Wiesbaden 1969), 155	https://daten.digitale-sammlungen.de/bsb00008255/images/index.html?fip=193.174.98.30&seite=161&pdfseitex=	https://ptolemaeus.badw.de/jordanus/ms/2616			TRUE	48.147398, 11.580634	grid.432478.e	Q256507	2031351-2	Q710858	
462	Witelo		fl. 1270	Perspectiva	105	Veritatis amatori fratri Wilhelmo de Morbeka Witelo filius ...	Oxford, Bodleian Library, MS Ashmole 424	3r-355r	3r	355r		14th cent.						περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... (Nuremberg, 1535)	https://pbc.gda.pl/dlibra/publication/47996/edition/41339/content	περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... reprinted Nuremberg, 1564	https://cyfrowe.mnk.pl/dlibra/publication/17130/edition/16878/content	Opticae thesaurus (Basel, 1572) (with Alhazen’s De aspectibus; facsimile reprint New York, 1985	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	excerpts in Clemens Baeumker, Witelo, ein Philosoph und Naturforscher des XIIl. Jahrhunderts (Beitrage, vol. 3, pt. 2) (Minster, 1908)		An edition and English translation of Bk. I appears in Sabetai Unguru, “Witelo as a Mathematican: A Study in XIIIth Century Mathematics including a Critical Edition and English Translation of the Mathematical Book of Witelo’s Perspectiva,” unpublished doctoral dissertation (University of Wisconsin, 1970); excerpts translated into English by David C. Lindberg in Grant, Source Book.																M. Curtze, “Sur l’orthographe du nom et sur la patrie de Witelo (Vitellion)”, Bullettino 4 (1871), 49–77; A. Birkenmajer, “Etudes sur Witelo, I–IV”, Bulletin international de l’ Académie polonaise des sciences et des lettres, Classe d’histoire et de philosophie, année 1918 (1980), 4–6; années 1919–1920 (Cracow, 1922–1924), 354–360; année 1922 (Cracow, 1925), 6–9; A. C. Crombie, Robert Grosseteste and the Origins of Experimental Science 1100–1700, Oxford 1953, 213–32; D. C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–35; D. C. Lindberg, “The Theory of Pinhole Images from Antiquity to the Thirteenth Century”, Archive for History of Exact Sciences 6, 4 (1970), 164–176; D. C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 72–83; S. M. Straker, “Kepler’s Optics: A Study in the Development of Seventeenth-Century Natural Philosophy”, unpublished doctoral dissertation, Indiana University 1970, 143–173; D. C. Lindberg, “Introduction,” in facsimile reprint of 1572 edition, New York 1572; D. C. Lindberg, “Witelo,” in Dictionary of Scientific Biography (forthcoming).		A catalogue of Western manuscripts at the Bodleian Libraries and selected Oxford colleges	https://medieval.bodleian.ox.ac.uk/?f[ms_collection_s][]=MSS.+Ashmole&f[type][]=manuscript&per_page=200	https://medieval.bodleian.ox.ac.uk/catalog/manuscript_347			TRUE	51.753972, -1.255139	none	Q82133	38352-1	Q710858	
539	Witelo		fl. 1270	Perspectiva	105	Veritatis amatori fratri Wilhelmo de Morbeka Witelo filius ...	Oxford, Merton College Library, MS 308	1r-288r	1r	288r		14th cent.						περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... (Nuremberg, 1535)	https://pbc.gda.pl/dlibra/publication/47996/edition/41339/content	περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... reprinted Nuremberg, 1565	https://cyfrowe.mnk.pl/dlibra/publication/17130/edition/16878/content	Opticae thesaurus (Basel, 1572) (with Alhazen’s De aspectibus; facsimile reprint New York, 1986	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	excerpts in Clemens Baeumker, Witelo, ein Philosoph und Naturforscher des XIIl. Jahrhunderts (Beitrage, vol. 3, pt. 2) (Minster, 1908)		An edition and English translation of Bk. I appears in Sabetai Unguru, “Witelo as a Mathematican: A Study in XIIIth Century Mathematics including a Critical Edition and English Translation of the Mathematical Book of Witelo’s Perspectiva,” unpublished doctoral dissertation (University of Wisconsin, 1970); excerpts translated into English by David C. Lindberg in Grant, Source Book.																M. Curtze, “Sur l’orthographe du nom et sur la patrie de Witelo (Vitellion)”, Bullettino 4 (1871), 49–77; A. Birkenmajer, “Etudes sur Witelo, I–IV”, Bulletin international de l’ Académie polonaise des sciences et des lettres, Classe d’histoire et de philosophie, année 1918 (1980), 4–6; années 1919–1920 (Cracow, 1922–1924), 354–360; année 1922 (Cracow, 1925), 6–9; A. C. Crombie, Robert Grosseteste and the Origins of Experimental Science 1100–1700, Oxford 1953, 213–32; D. C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–35; D. C. Lindberg, “The Theory of Pinhole Images from Antiquity to the Thirteenth Century”, Archive for History of Exact Sciences 6, 4 (1970), 164–176; D. C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 72–83; S. M. Straker, “Kepler’s Optics: A Study in the Development of Seventeenth-Century Natural Philosophy”, unpublished doctoral dissertation, Indiana University 1970, 143–173; D. C. Lindberg, “Introduction,” in facsimile reprint of 1572 edition, New York 1572; D. C. Lindberg, “Witelo,” in Dictionary of Scientific Biography (forthcoming).		A catalogue of Western manuscripts at the Bodleian Libraries and selected Oxford colleges	https://medieval.bodleian.ox.ac.uk/?f%5Bms_repository_s%5D%5B%5D=Merton+College&f%5Btype%5D%5B%5D=manuscript&page=6&per_page=100	https://medieval.bodleian.ox.ac.uk/catalog/manuscript_10405			TRUE	51.7507, -1.2525	none	Q6820719	none	Q710858	
563	Witelo		fl. 1270	Perspectiva	105	Veritatis amatori fratri Wilhelmo de Morbeka Witelo filius ...	Paris, Bibliothèque nationale de France, MS Lat. 14739	1r-266v	1r	266v		14th cent.						περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... (Nuremberg, 1535)	https://pbc.gda.pl/dlibra/publication/47996/edition/41339/content	περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... reprinted Nuremberg, 1566	https://cyfrowe.mnk.pl/dlibra/publication/17130/edition/16878/content	Opticae thesaurus (Basel, 1572) (with Alhazen’s De aspectibus; facsimile reprint New York, 1987	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	excerpts in Clemens Baeumker, Witelo, ein Philosoph und Naturforscher des XIIl. Jahrhunderts (Beitrage, vol. 3, pt. 2) (Minster, 1908)		An edition and English translation of Bk. I appears in Sabetai Unguru, “Witelo as a Mathematican: A Study in XIIIth Century Mathematics including a Critical Edition and English Translation of the Mathematical Book of Witelo’s Perspectiva,” unpublished doctoral dissertation (University of Wisconsin, 1970); excerpts translated into English by David C. Lindberg in Grant, Source Book.																M. Curtze, “Sur l’orthographe du nom et sur la patrie de Witelo (Vitellion)”, Bullettino 4 (1871), 49–77; A. Birkenmajer, “Etudes sur Witelo, I–IV”, Bulletin international de l’ Académie polonaise des sciences et des lettres, Classe d’histoire et de philosophie, année 1918 (1980), 4–6; années 1919–1920 (Cracow, 1922–1924), 354–360; année 1922 (Cracow, 1925), 6–9; A. C. Crombie, Robert Grosseteste and the Origins of Experimental Science 1100–1700, Oxford 1953, 213–32; D. C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–35; D. C. Lindberg, “The Theory of Pinhole Images from Antiquity to the Thirteenth Century”, Archive for History of Exact Sciences 6, 4 (1970), 164–176; D. C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 72–83; S. M. Straker, “Kepler’s Optics: A Study in the Development of Seventeenth-Century Natural Philosophy”, unpublished doctoral dissertation, Indiana University 1970, 143–173; D. C. Lindberg, “Introduction,” in facsimile reprint of 1572 edition, New York 1572; D. C. Lindberg, “Witelo,” in Dictionary of Scientific Biography (forthcoming).		Delisle, L.: Inventaire des manuscrits latins de Saint-Victor, in: Bibliothèque de l'École des Chartes 30 (1869), 45		https://archivesetmanuscrits.bnf.fr/ark:/12148/cc754853	https://gallica.bnf.fr/ark:/12148/btv1b90780407	https://gallica.bnf.fr/iiif/ark:/12148/btv1b90780407/manifest.json	TRUE	48.868328, 2.338205	grid.424105.6	Q193563	5156217-0	Q710858	
584	Witelo		fl. 1270	Perspectiva	105	Veritatis amatori fratri Wilhelmo de Morbeka Witelo filius ...	Paris, Bibliothèque nationale de France, MS Lat. 7248	1r-256r	1r	256r		14th cent.						περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... (Nuremberg, 1535)	https://pbc.gda.pl/dlibra/publication/47996/edition/41339/content	περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... reprinted Nuremberg, 1567	https://cyfrowe.mnk.pl/dlibra/publication/17130/edition/16878/content	Opticae thesaurus (Basel, 1572) (with Alhazen’s De aspectibus; facsimile reprint New York, 1988	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	excerpts in Clemens Baeumker, Witelo, ein Philosoph und Naturforscher des XIIl. Jahrhunderts (Beitrage, vol. 3, pt. 2) (Minster, 1908)		An edition and English translation of Bk. I appears in Sabetai Unguru, “Witelo as a Mathematican: A Study in XIIIth Century Mathematics including a Critical Edition and English Translation of the Mathematical Book of Witelo’s Perspectiva,” unpublished doctoral dissertation (University of Wisconsin, 1970); excerpts translated into English by David C. Lindberg in Grant, Source Book.																M. Curtze, “Sur l’orthographe du nom et sur la patrie de Witelo (Vitellion)”, Bullettino 4 (1871), 49–77; A. Birkenmajer, “Etudes sur Witelo, I–IV”, Bulletin international de l’ Académie polonaise des sciences et des lettres, Classe d’histoire et de philosophie, année 1918 (1980), 4–6; années 1919–1920 (Cracow, 1922–1924), 354–360; année 1922 (Cracow, 1925), 6–9; A. C. Crombie, Robert Grosseteste and the Origins of Experimental Science 1100–1700, Oxford 1953, 213–32; D. C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–35; D. C. Lindberg, “The Theory of Pinhole Images from Antiquity to the Thirteenth Century”, Archive for History of Exact Sciences 6, 4 (1970), 164–176; D. C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 72–83; S. M. Straker, “Kepler’s Optics: A Study in the Development of Seventeenth-Century Natural Philosophy”, unpublished doctoral dissertation, Indiana University 1970, 143–173; D. C. Lindberg, “Introduction,” in facsimile reprint of 1572 edition, New York 1572; D. C. Lindberg, “Witelo,” in Dictionary of Scientific Biography (forthcoming).		Catalogus Codicum Manuscriptorum Bibliothecae Regiae, IV (Paris 1744), 332	https://archive.org/details/CatalogusCodicumManuscriptorumBibliotVol4/page/n337/mode/2up	https://archivesetmanuscrits.bnf.fr/ark:/12148/cc66438t	http://gallica.bnf.fr/ark:/12148/btv1b52511108z	https://gallica.bnf.fr/iiif/ark:/12148/btv1b52511108z/manifest.json	TRUE	48.868328, 2.338205	grid.424105.6	Q193563	5156217-0	Q710858	
599	Witelo		fl. 1270	Perspectiva	105	Universalium entium studiosus amor te vinctum detinens ...	Paris, Bibliothèque nationale de France, MS Lat. 7391	1r-385v	1r	385v		15th cent.						περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... (Nuremberg, 1535)	https://pbc.gda.pl/dlibra/publication/47996/edition/41339/content	περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... reprinted Nuremberg, 1568	https://cyfrowe.mnk.pl/dlibra/publication/17130/edition/16878/content	Opticae thesaurus (Basel, 1572) (with Alhazen’s De aspectibus; facsimile reprint New York, 1989	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	excerpts in Clemens Baeumker, Witelo, ein Philosoph und Naturforscher des XIIl. Jahrhunderts (Beitrage, vol. 3, pt. 2) (Minster, 1908)		An edition and English translation of Bk. I appears in Sabetai Unguru, “Witelo as a Mathematican: A Study in XIIIth Century Mathematics including a Critical Edition and English Translation of the Mathematical Book of Witelo’s Perspectiva,” unpublished doctoral dissertation (University of Wisconsin, 1970); excerpts translated into English by David C. Lindberg in Grant, Source Book.																M. Curtze, “Sur l’orthographe du nom et sur la patrie de Witelo (Vitellion)”, Bullettino 4 (1871), 49–77; A. Birkenmajer, “Etudes sur Witelo, I–IV”, Bulletin international de l’ Académie polonaise des sciences et des lettres, Classe d’histoire et de philosophie, année 1918 (1980), 4–6; années 1919–1920 (Cracow, 1922–1924), 354–360; année 1922 (Cracow, 1925), 6–9; A. C. Crombie, Robert Grosseteste and the Origins of Experimental Science 1100–1700, Oxford 1953, 213–32; D. C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–35; D. C. Lindberg, “The Theory of Pinhole Images from Antiquity to the Thirteenth Century”, Archive for History of Exact Sciences 6, 4 (1970), 164–176; D. C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 72–83; S. M. Straker, “Kepler’s Optics: A Study in the Development of Seventeenth-Century Natural Philosophy”, unpublished doctoral dissertation, Indiana University 1970, 143–173; D. C. Lindberg, “Introduction,” in facsimile reprint of 1572 edition, New York 1572; D. C. Lindberg, “Witelo,” in Dictionary of Scientific Biography (forthcoming).		Catalogus Codicum Manuscriptorum Bibliothecae Regiae, IV (Paris 1744), 351	https://archive.org/details/CatalogusCodicumManuscriptorumBibliotVol4/page/n357/mode/2up	https://archivesetmanuscrits.bnf.fr/ark:/12148/cc666062	https://gallica.bnf.fr/ark:/12148/btv1b9078219h	https://gallica.bnf.fr/iiif/ark:/12148/btv1b9078219h/manifest.json	TRUE	48.868328, 2.338205	grid.424105.6	Q193563	5156217-0	Q710858	
691	Witelo		fl. 1270	Perspectiva	105	Veritatis amatori fratri Wilhelmo de Morbeka Witelo filius ...	Vatican, Biblioteca Apostolica, MS Borghese 64	1r-289r	1r	289r		14th cent.						περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... (Nuremberg, 1535)	https://pbc.gda.pl/dlibra/publication/47996/edition/41339/content	περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... reprinted Nuremberg, 1569	https://cyfrowe.mnk.pl/dlibra/publication/17130/edition/16878/content	Opticae thesaurus (Basel, 1572) (with Alhazen’s De aspectibus; facsimile reprint New York, 1990	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	excerpts in Clemens Baeumker, Witelo, ein Philosoph und Naturforscher des XIIl. Jahrhunderts (Beitrage, vol. 3, pt. 2) (Minster, 1908)		An edition and English translation of Bk. I appears in Sabetai Unguru, “Witelo as a Mathematican: A Study in XIIIth Century Mathematics including a Critical Edition and English Translation of the Mathematical Book of Witelo’s Perspectiva,” unpublished doctoral dissertation (University of Wisconsin, 1970); excerpts translated into English by David C. Lindberg in Grant, Source Book.																M. Curtze, “Sur l’orthographe du nom et sur la patrie de Witelo (Vitellion)”, Bullettino 4 (1871), 49–77; A. Birkenmajer, “Etudes sur Witelo, I–IV”, Bulletin international de l’ Académie polonaise des sciences et des lettres, Classe d’histoire et de philosophie, année 1918 (1980), 4–6; années 1919–1920 (Cracow, 1922–1924), 354–360; année 1922 (Cracow, 1925), 6–9; A. C. Crombie, Robert Grosseteste and the Origins of Experimental Science 1100–1700, Oxford 1953, 213–32; D. C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–35; D. C. Lindberg, “The Theory of Pinhole Images from Antiquity to the Thirteenth Century”, Archive for History of Exact Sciences 6, 4 (1970), 164–176; D. C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 72–83; S. M. Straker, “Kepler’s Optics: A Study in the Development of Seventeenth-Century Natural Philosophy”, unpublished doctoral dissertation, Indiana University 1970, 143–173; D. C. Lindberg, “Introduction,” in facsimile reprint of 1572 edition, New York 1572; D. C. Lindberg, “Witelo,” in Dictionary of Scientific Biography (forthcoming).		Digital Vatican Library, Manuscripts List	https://digi.vatlib.it/mss/Borgh		https://digi.vatlib.it/view/MSS_Borgh.64	https://digi.vatlib.it/iiif/MSS_Borgh.64/manifest.json	TRUE	41.904722, 12.454444	none	Q213678	1003302-6	Q710858	
709	Witelo		fl. 1270	Perspectiva	105		Vatican, Biblioteca Apostolica, MS Palat. Lat. 1377	18v-19r	18v	19r		14th-15th c.		The assumptions and the enunciations of the first 8 theorems of Bk. II (reformulated as queries), beginning “In secundo perspective Witulonis petimus hec octo ...”				περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... (Nuremberg, 1535)	https://pbc.gda.pl/dlibra/publication/47996/edition/41339/content	περὶ ὀπτικῆς, ... quam vulgo Perspectivam vocant ... reprinted Nuremberg, 1570	https://cyfrowe.mnk.pl/dlibra/publication/17130/edition/16878/content	Opticae thesaurus (Basel, 1572) (with Alhazen’s De aspectibus; facsimile reprint New York, 1991	https://books.google.cz/books/about/Opticae_thesaurus.html?id=jjfhYgEACAAJ&redir_esc=y	excerpts in Clemens Baeumker, Witelo, ein Philosoph und Naturforscher des XIIl. Jahrhunderts (Beitrage, vol. 3, pt. 2) (Minster, 1908)		An edition and English translation of Bk. I appears in Sabetai Unguru, “Witelo as a Mathematican: A Study in XIIIth Century Mathematics including a Critical Edition and English Translation of the Mathematical Book of Witelo’s Perspectiva,” unpublished doctoral dissertation (University of Wisconsin, 1970); excerpts translated into English by David C. Lindberg in Grant, Source Book.																M. Curtze, “Sur l’orthographe du nom et sur la patrie de Witelo (Vitellion)”, Bullettino 4 (1871), 49–77; A. Birkenmajer, “Etudes sur Witelo, I–IV”, Bulletin international de l’ Académie polonaise des sciences et des lettres, Classe d’histoire et de philosophie, année 1918 (1980), 4–6; années 1919–1920 (Cracow, 1922–1924), 354–360; année 1922 (Cracow, 1925), 6–9; A. C. Crombie, Robert Grosseteste and the Origins of Experimental Science 1100–1700, Oxford 1953, 213–32; D. C. Lindberg, “The Cause of Refraction in Medieval Optics”, British Journal for the History of Science 4 (1968–1969), 30–35; D. C. Lindberg, “The Theory of Pinhole Images from Antiquity to the Thirteenth Century”, Archive for History of Exact Sciences 6, 4 (1970), 164–176; D. C. Lindberg, “Lines of Influenceof Therteenth-Century Optics: Bacon, Witelo, and Pecham”, Speculum 46 (1971), 72–83; S. M. Straker, “Kepler’s Optics: A Study in the Development of Seventeenth-Century Natural Philosophy”, unpublished doctoral dissertation, Indiana University 1970, 143–173; D. C. Lindberg, “Introduction,” in facsimile reprint of 1572 edition, New York 1572; D. C. Lindberg, “Witelo,” in Dictionary of Scientific Biography (forthcoming).		Ludwig Schuba, Die Quadriviums-Handschriften der Codices Palatini Latini in der Vatikanischen Bibliothek (Kataloge der Universitätsbibliothek Heidelberg II), Wiesbaden 1992, 104	https://digi.ub.uni-heidelberg.de/diglit/schuba1992/0138/image,thumbs		http://digi.vatlib.it/view/MSS_Pal.lat.1377	https://digi.vatlib.it/iiif/MSS_Pal.lat.1377/manifest.json	TRUE	41.904722, 12.454444	none	Q213678	1003302-6	Q710858	
